   489  74  57  45  42  56
   490  81  53  51  57  60
   491  34  69  17  54  24
   492  95  87  32  95  80
   493  81  29  92  89  27
   494  80  40   6  42   8
   495   6  27  71  35  48
   496  26  81  49  16  21
   497  80  78  91  44  28
   498  51  97  72  47   4
   499  80  64  40  29  62
   500  29  83   8  47  93
   501  94  67  20  66  75
   502  45  98  40   5  11
   503  98   7  77  78   6
   504  57  48  64  31  99
   505  18  44  57  98   6
   506  62  30  98  44   0
   507  35  20   9  65  41
   508  17  25  99  30  71
   509  88  88  70  73   3
   510  27  98  76  27   1
   511  48  94  56  29   0
   512  76  21  32  39   7
   513  95  54  20  68  49
   514  31  28  12  35  17
   515  14  20  30  11  47
   516  92  51  90  52  97
   517  27  56  14  32  53
   518  14  59  99 100  45
   519  42  52  48  30  62
   520  16  32  69  50  63
   521  80  78  96  25  96
   522  15 100 100  46  69
   523  29   3  51  48  22
   524   9  45  85  15  35
   525  65  18  37  81   9
   526  18  76  22  94  73
   527  73  42  14  71  63
   528  34  54  54   9  77
   529  19  81  86  54  91
   530  42  93  27  41  37
   531  67  14  42   4  28
   532  85  63  12  72  22
   533  93  62  80  85  16
   534  97  46  12  55  47
   535  32  57  10  49  26
   536  89  59  99  42   8
   537  80  80  27  43  47
   538  57   7  23  80  22
   539  17  46  55  43   8
   540  12  51  79  29  69
   541  19  46   3  61  34
   542  30  77  69  37  43
   543  41  36   5  59  65
   544  47  89  99  65  64
   545  60   9  24  73  37
   546 100  15  84  70   0
   547  42  12  62  27  53
   548  48  87  55  88  31
   549  51  72  85  15  76
   550  12  55  38   4  37
   551  86  56  88  43  61
   552  98  14  98  72  73
   553  19  73  22  31  39
   554   9  59   3  13   0
   555  55  81  80  70   0
   556  62  89  47  62   5
   557  18  91   4  22  18
   558  83  91  33  95  31
   559  76  66  91  25  11
   560  93  13 100  13  44
   561  10  90  75  93  71
   562  25  77  16  43  41
   563  44  29  83  44  98
   564  80  95  92  32  31
   565  58  74  93  92  81
   566  17  74  78  55  58
   567  23  48  46   6  13
   568  57   3   0  74  82
   569  11  74  89  28  89
   570  33  83  86  74  68
   571  52  29  22  77  24
   572  71  91  82  42  32
   573  56  92  30  16  11
   574  51  10  28   6  31
   575   5  89  49  73  66
   576  19  95  42  61   4
   577  98 100  71  26  31
   578  70  94  88  36  88
   579  43  45  84  74  59
   580  52  92 100   6  21
   581  14  55  37  80  21
   582  95   7  15  90  42
   583  76  42  71  54   7
   584  76  68   5  67  99
   585  99  31  95  53  42
   586  87  90  68  67  11
   587  87  12  95  55  17
   588  28  62  28  20  36
   589  71  43  93  70  79
   590  86  36  14  94  20
   591  91  53  83  51  21
   592  72  75  89  52  16
   593  34  42  62  82  97
   594  39  33  72  50  21
   595  10  54  56  77  11
   596  66  19  65  76   3
   597  14  16  59  42  16
   598  66   0  47  82   8
   599  52  52  58  94  65
   600  69  27  35  83  80
   601  13  32  42  58  13
   602  97  42  85  65  43
   603   5   6  68  79   2
   604  84  63  42  31  34
   605  63  62  13   9  40
   606  87  76  60  58  18
   607  84  36  62   7  22
   608  46  20  16  64  52
   609  47  32  98  86  39
   610   9   5  11  67  83
   611  26  42  96  95  53
   612  11  21  52  77  99
   613  48  59  99  60  42
   614  85  42   43  47  59
   615   7  45  71  13  84
   616  24  98  92  47   9
   617  19  42  34  67  20
   618  53  79 100   3  57
   619  21  17  95  98  88
   620  38  13  19  10  40
   621  65  40  65  37  48
   622  75  39  73  63  74
   623  65  61  50  66  78
   624  37  70  76   8  98
   625 100  47  35   3  11
   626  43  90  92  55  39
   627   9  61  77  74  26
   628  67  61  65 100  24
   629  96  81  49  21  48
   630  56  30 100   9   9
   631  18  83   6  20  47
   632  83  32 100  24  63
   633  99  18  77  56  79
   634   3  99  33  43  81
   635  95  10   6  55  55
   636  22  97  62  42  20
   637   8  55  15   3 100
   638  24  29  24  32  10
   639  16  29  77  84  14
   640  14  37  54  88  14
   641  99  72  13  27   1
   642  15  43  97  51  93
   643  66  75  37  35  33
   644   6  66  72  84  83
   645  87  41  56  40   8
   646  38  73  12   5  17
   647  11  14  28  80  91
   648  79  41  42  49  27
   649  19  60  93   3  85
   650  85  57  93  41  95
   651  32  57  42  69  72
   652  85   0  17  15  72
   653  47  54  31  28 100
   654  92  20  50  33  96
   655  72  29  90  41  29
   656  87   6  74  64   2
   657  92   8  47  71  17
   658  14  36  73  81  64
   659  94  58  51  25  12
   660  42  28  27  90  10
   661  43  42  89  41  67
   662  70  87  52  96  46
   663   4  21  10  11   1
   664  91  36  87  92  58
   665  47  29  58  94  61
   666  51  10  50  88  43
   667  48  28  37  28  97
   668  59  39  50  60   0
   669  74  88  91  13  39
   670   6  40  52  74  62
   671   6  66  54   6  86
   672  99  85  84  76  99
   673  50  75  91  25  45
   674  57  80  85  77  97
   675  75  66  15  24  22
   676  75  17  47  84  29
   677  36  76  50  67  12
   678  75  39  61  24  23
   679  96  56  43  86  69
   680  46  47   6  96 100
   681  39  42  51  86  94
   682  33  35  20  58   5
   683  53  11  57  56   1
   684  55  21  85  48  24
   685  91  38  46   9  37
   686  58  34  57  92  63
   687  96  68  29  24   2
   688  14  49  90  69  88
   689  43  73  19  22  32
   690  65  70  71  23  55
   691  12   5  27  28  80
   692  82  59  96  94  68
   693  31  85  65  62  49
   694   0  50  43  83  37
   695  68  72  50  78  75
   696  46  66  78  55  32
   697  84   3  36  37  24
   698   0  38  76  22  65
   699   4  80  92  90  86
   700  14   0  89  71  61
   701  83  76 100  79  98
   702  36  41  95  47  81
   703  20  42  93  96  87
   704  33  53  78  79  49
   705  94  46  82  60  52
   706  62  30  91  99  36
   707  64  30  64  83   6
   708  10  21  15  87  89
   709  54  94  99  77 100
   710  28  67  81  15  29
   711  43   0  78  21  36
   712  37  70  96  74  93
   713  14  61  43  92  40
   714  55  73  73  70  39
   715  82  71  79  23  21
   716  96  66  24  33  56
   717  36  22  35  98  25
   718  84  39  25  11  53
   719  39  85  44  74  59
   720  94  22  79  24   4
   721  32  51  71  38  82
   722  34  69  83  43  67
   723  17  69  66   7  32
   724  16  73  66  10  71
   725  21  51  61  42  97
   726  18  43  45  34  19
   727  50  35  83  17  76
   728   4  63  49  50  10
   729  81  47  89  21  15
   730  22  20  12  51   6
   731  27  27  10  74  74
   732  28  18  30  71  96
   733  62  42  49  70  56
   734  92  14  87  70  73
   735   6  86  54  45  31
   736  10  11  20  55  14
   737  24  28  65  48  67
   738  10  33  99  28  31
   739  64  38  21  55   0
   740  94  45  16  60   9
   741  19  43  39  64  19
   742  29  55  35  83  30
   743  42  48  97  46  59
   744  17 100  14  49  21
   745  89  44   0  40  54
   746  77  66   5  25  92
   747   7  49  52   3  63
   748  91  93  87  22  43
   749  66  32  49  74  51
   750   6  92  91   0  94
   751  59  30  97  33  66
   752  96  50  27   3  73
   753   4  71  80  84   7
   754  51  84  60  56  73
   755   6  94  39  67  41
   756  62  60  39   7  69
   757  32  18  13  42   2
   758  66  19   3  91  49
   759  24  15  93  34  51
   760  90  28  16  42   4
   761  90  91  74  54  81
   762  66  38  86  23  47
   763  46   0  46  64  96
   764  58  51   5  86  76
   765  20  49  53  15   3
   766  83  94  40  82   6
   767  42  10  19  93  90
   768  11  49   3   0  40
   769  76  10   8  99  18
   770  64  59  83  49  25
   771  76  62  41  68  37
   772  42  77  61  58  51
   773  17  83   3  57   4
   774   9  47  15  95  81
   775  37  87  23  23  43
   776  93  12   5  95  86
   777  56  50  32   4  34
   778  69  59  16  28   0
   779  69  33  40   7  40
   780  74  36  99  27  47
   781  91  32  42  24   8
   782  50  60  99  76  37
   783  19  70   4  17  95
   784  19   3  62  87  89
   785  20  94  56  83  12
   786  24  64  35  73  26
   787  80   7  91  52  54
   788  83  91  11  65  18
   789  43   3  98  32  41
   790  71  96  97  48  42
   791  50  47  65  92  96
   792  89  81  98  73  73
   793  91  68  24  35  12
   794  53  37  42  61  90
   795  28  61  86  12  74
   796  96  92  75  80  34
   797  55  59  28  52  41
   798  21  93  68  30  98
   799   4   9  65  35  91
   800  48  44  46  97  79
   801  79  68  66  95  69
   802  18  46  54  58  51
   803  47  88  24  10  80
   804  88  51  31  79  28
   805  55  91  10  29  76
   806  29  67  10  80  45
   807   4  34  28  83  53
   808  12  45  33  51  50
   809  29  49  21  51   9
   810  61  88  49  86  68
   811  35  52  66  71  68
   812  61  35  17  85  22
   813  78 100  70   8   8
   814  11  67  35  65  66
   815  82  77  30  31  44
   816  61  91  83  28  49
   817  29  69  49   4  16
   818  42  99  92  45  36
   819  27  39  38  48  13
   820  82  45  82  45  34
   821  19  84  31  42  86
   822  91  95  24  68  25
   823  71  46  81  82  79
   824  72  49 100  28   7
   825  76  19  54   9  17
   826 100  85  58  22 100
   827  71  76   0  99  52
   828  21  10  88  32  76
   829  85  10  42   6   1
   830  14  64  20  80  24
   831  62  58  69  49  67
   832  44  57  40  91  35
   833  47  15  92  97  95
   834  76  52  32  32  20
   835  66  51  72  44  66
   836  83  90   3  43  82
   837  93   9  90  38  70
   838  33  81   8  43  61
   839  58 100  34   3  54
   840  51  94  77   8  35
   841  28   9  48  97  15
   842  67  43  24  80  13
   843   8  64  71   7  10
   844  10  83  10  40  36
   845  88  15  18  45  16
   846  70  64  85  33  17
   847   8  60  98  15  94
   848  95  57  16  43   6
   849  63  52  80  85  48
   850  68  90  35  48  73
   851  42  72  39   0  15
   852  16  83  90  78  79
   853  63  54  15  15  49
   854  78  23  19   9  24
   855  27  88  41  24   2
   856  33  81  35  36  41
   857  47  23  97  39  14
   858  62  42  83  39  63
   859  13  25  25  98  57
   860  70  19  81  32  15
   861   6  32  59  95  93
   862  97  76  57  57  70
   863   4   5  35  51   9
   864  29  54  21  98  29
   865  90 100  88  78  82
   866  50  47  43  20  43
   867  87  51  69  35  70
   868  26  80  98   0  67
   869  16  42  23  78  93
   870  31  85  20   9  39
   871  72  78  56  26  79
   872  18  41  64  19  42
   873  99  32  38 100   3
   874  48  62  88  65  38
   875  55  80   6   7  50
   876   7   8  60  59  17
   877  47  88  58  30   6
   878  22  16   7  32  31
   879  97   4  32   5  70
   880  90  21   4  26  46
   881  63  56  95  70  57
   882  99  47  15  82  96
   883  55  18  84  60  84
   884  39  19  78  90  60
   885  86  97  84  80  49
   886  73  67  86  85  66
   887  93  13  12  89  80
   888  63  82  57  87  79
   889  50  48  66   7  45
   890  51  72   3  70  77
   891  88  37  56  90  78
   892  26  66  89   7  44
   893  75  73  99  54  78
   894  69  21  41   5  78
   895  78  43  52  72  61
   896  70  45  63  25  87
   897  40   5  65  76  52
   898  91  12  38  57  69
   899  83  91  93   9  89
   900  16  69  46  59  79
   901  17  49  20  65  99
   902 100  14  33  96  84
   903  36  61  57  89  21
   904  29   9  17  23  98
   905  48  23  40  74  72
   906  95  36  90  93  33
   907  60   4  44  45  85
   908  71  81  91  65  37
   909  42  95  18  78  49
   910  45  23  47  73  33
   911  38  49  29  30  55
   912  44  30   5  88  88
   913  22  75  46  86  53
   914  53   9  50   0  10
   915  97  20  18  50  72
   916  63  37  71  34  66
   917  15  88  94  51   2
   918  20  20  58  38  13
   919  39  53  42  48  40
   920  36  81  26  38  61
   921  26  33  42  40  28
   922  86  61  36  42  52
   923  81  38  74  79  75
   924  53  46  92  69   9
   925  13  58  30  91  66
   926  81  44  57  83  52
   927  64  79  70  68  18
   928  13  58  94  29  54
   929  22  96  40  76  17
   930  35  80  43   6  52
   931  13  80  41  39  64
   932  27  88  98  40  90
   933  11  54  12  51  92
   934  11  80  81   5  31
   935  30  81  36  89  54
   936  24  30  32  13  26
   937  18  83  21  19  23
   938  31  60  91  54  94
   939  10   9  14  19  48
   940  92  33  27  51   2
   941  40  54  91  83  24
   942  80  63  63  31  28
   943  51  76  42  28   1
   944  49  41  32  21  15
   945  64  27  95  29  66
   946  41  93  89  70  46
   947  84  72  84  67  90
   948  51  25  94  69  22
   949  13  23  30   7  37
   950  12  29  95  59  24
   951  32  81  52  43  58
   952  35  15   0  88  47
   953  90  93  86  56  21
   954   6  73  39   6  58
   955  26  37  51  51  15
   956  32  48  77  86  34
   957  41  74  84  62  37
   958  18  97  51  66  60
   959  70  52  51  42  80
   960  66  31  46  85  39
   961  30  67  55  16  50
   962  86  89  28  27  46
   963  30  83  95  47  14
   964  14  95  35  58  21
   965  72  90  72  54  60
   966  93  33  44  45  30
   967  30  74  35  63  71
   968  40  50  81  16  48
   969  74  20  92  90  45
   970  51  89  83  56  74
   971  97  19  73  19  54
   972  85  24  71  16  83
   973  28  22  55  15  52
   974  45  56  85  73  33
   975  40  39  51  84  87
   976  77  27   5  88  29
   977  33  34  45  87  38
   978   7  54  97  39  59
   979  31  68  91  94  58
   980  32  35  42   44  71
   981  31  67  41  96  34
   982  53  68  83   9  31
   983  38  95  65  88  13
   984  90  47  44  69  22
   985  32  46  70  40  19
   986  22  27  56  26  77
   987  30  33  72  44  30
   988  37  15  35  89  50
   989  33  73  53  77  92
   990  38  17   5  91  78
   991  55  65  53   5  96
   992  91  33  28  97  80
   993  41  40  12  19  87
   994   6  69   6  61  21
   995  96  22  93  39   6
   996  41  55  28  28  36
   997  97  56  60  15  21
   998 100  47  77  69  26
   999  29  73  77   6  53
  1000  16  53  32   0  98
  1001  15  51  54  81  19
  1002  72  30  50  19  56
  1003  44  36  83   9  70
  1004  83   9   5  74  62
  1005  89   8  32  31  52
  1006  68  63  93  97  25
  1007  27   4  55  51  86
  1008  89  13  39  38  22
  1009  22  18  96  82  32
  1010  45  96  64  48  66
  1011  87  85  10  48  84
  1012  41  66  48  20  74
  1013  85  28  92 100  97
  1014  52  39  81  79  52
  1015  67  13  46  89  65
  1016  49  96  72  68  32
  1017  52  70  46  47  72
  1018  31  51  79  84  91
  1019  42  40  33  55  97
  1020  31  43  76  86  58
  1021  51   9  56  24  17
  1022   6  41  28  19  52
  1023  71  45  80  53  63
  1024  35   4  11  17  26
  1025  50  65  53  49  54
  1026  57  46  53  53   2
  1027  34  24  40  65  37
  1028  29  31   4  93  56
  1029  93  73  95  88   9
  1030  25  33  57  50  90
  1031  96  19  21  51  65
  1032  84  13   8   9  73
  1033  27  12  80  35  50
  1034  21  61  42  98  50
  1035  69  79  32  47  11
  1036  35  48  25  91   9
  1037  88  24  61  14  32
  1038  48  98  25  22  18
  1039  12  29  32  94  69
  1040  78  25  47  44  87
  1041  18  20  21  37  73
  1042  38  80  39  56  94
  1043  95  73  95  56  62
  1044  85  75  58  12  49
  1045  52  64  55  92  38
  1046  42  96  77  72  19
  1047  37  12  83  95  61
  1048  73   6   7  74  44
  1049   5  80  27  23  27
  1050  66  54  38  15  94
  1051  33  50  72  60  48
  1052  88  89  68  17  22
  1053 100  94  27  26  93
  1054  78  24  69  22  89
  1055  35  23  59  67  33
  1056  77  32  57   7  66
  1057  27  63  39  88  16
  1058  37  83  52  91  39
  1059   4  23  46  97  55
  1060  43   7  46  81   7
  1061  93  92  52  42  73
  1062  26  73  57  75  57
  1063  46   6  55  80  71
  1064  62  68  61  19   5
  1065  35  48  51  89  23
  1066  41  63  76  25  18
  1067  57  55  69  19  62
  1068  49  32  91  51  82
  1069  51  52  51  45  95
  1070  44  73   9  78  63
  1071   5  50  36  98  26
